Latitude: 71.3225  Longitude: -156.6231
X & Y on Lambert Conformal Conic: -2090640.99 3946572.76
Tile: 14412
Elevation: 0 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2011,43,19821.12,0.00,7.41,20.20,-21.43,-29.69,51.89
2011,44,20546.92,0.00,5.23,20.20,-21.07,-25.53,76.39
2011,45,21259.55,0.00,9.98,20.20,-21.75,-29.50,52.86
2011,46,21960.27,0.00,13.04,20.20,-23.80,-32.36,40.15
2011,47,22650.18,0.00,8.15,20.20,-21.31,-25.27,78.26
2011,48,23330.25,0.00,20.93,20.20,-10.08,-26.76,68.28
2011,49,24001.32,0.00,24.20,20.20,-8.72,-25.54,76.35
2011,50,24664.12,0.00,19.92,20.20,-22.58,-30.51,48.02
2011,51,25319.32,0.00,25.50,20.20,-22.52,-32.38,40.10
2011,52,25967.51,0.00,16.07,20.20,-22.18,-26.83,67.82
2011,53,26609.22,0.00,36.61,20.20,-15.41,-32.68,38.93
2011,54,27244.93,5.24,27.42,25.43,-4.32,-16.59,167.04
2011,55,27875.07,3.52,29.38,28.96,-1.44,-13.80,210.52
2011,56,28500.05,0.00,47.60,28.96,-3.20,-22.83,97.41
2011,57,29120.23,0.00,39.68,28.96,-22.64,-31.68,42.88
2011,58,29735.95,0.00,49.96,28.96,-18.87,-31.16,45.11
2011,59,30347.52,0.00,47.55,28.96,-15.37,-25.28,78.19
2011,60,30955.23,0.00,32.38,28.96,-11.52,-17.05,160.74
2011,61,31559.34,0.00,54.37,28.96,-14.97,-24.76,81.97
2011,62,32160.12,0.00,28.23,28.96,-23.28,-27.28,65.03
2011,63,32757.80,0.00,70.62,28.96,-15.35,-28.16,59.93
2011,64,33352.60,0.00,56.54,28.96,-14.43,-22.32,101.97
2011,65,33944.73,0.00,77.45,28.96,-10.51,-22.54,99.99
2011,66,34534.41,0.00,85.26,28.96,-11.49,-24.70,82.36
2011,67,35121.81,0.00,38.87,28.96,-21.59,-25.61,75.82
2011,68,35707.12,0.00,53.71,28.96,-20.20,-25.58,76.03
2011,69,36290.53,0.00,97.66,28.96,-14.75,-27.20,65.55
2011,70,36872.19,0.00,74.58,28.96,-18.22,-25.52,76.48
2011,71,37452.28,0.00,56.26,28.96,-25.71,-30.66,47.33
2011,72,38030.94,0.00,61.06,28.96,-26.49,-31.70,42.81
2011,73,38608.34,0.00,97.04,28.96,-21.73,-30.61,47.55
2011,74,39184.63,0.00,52.78,28.96,-21.97,-26.05,72.87
2011,75,39759.94,0.00,87.44,28.96,-23.42,-30.35,48.76
2011,76,40334.43,0.00,87.68,28.96,-25.01,-31.63,43.10
2011,77,40908.23,0.00,134.39,28.96,-18.83,-31.56,43.40
2011,78,41481.49,0.00,137.69,28.96,-16.83,-29.09,54.91
2011,79,42054.35,0.00,146.28,28.96,-7.89,-21.32,111.35
2011,80,42626.93,0.00,120.40,28.96,-12.64,-21.19,112.58
2011,81,43199.37,0.00,115.32,28.96,-9.83,-17.54,154.21
2011,82,43771.82,0.00,165.87,28.96,-7.97,-23.14,91.47
2011,83,44344.40,0.00,156.74,28.96,-11.46,-23.12,94.98
2011,84,44917.25,0.00,144.22,28.96,-11.75,-21.18,112.71
2011,85,45490.51,0.00,160.38,28.96,-12.66,-23.41,92.55
2011,86,46064.31,0.00,136.12,28.96,-16.59,-24.19,86.25
2011,87,46638.80,0.00,155.49,28.96,-16.81,-25.71,75.14
2011,88,47214.12,0.00,177.91,28.96,-16.64,-27.46,63.99
2011,89,47790.40,2.40,136.82,31.36,-15.54,-26.40,70.55
2011,90,48367.79,0.00,170.40,31.36,-18.62,-27.85,61.69
2011,91,48946.46,0.00,153.01,31.36,-18.85,-26.40,70.54
2011,92,49526.54,0.00,182.06,31.36,-20.04,-29.71,51.78
2011,93,50108.20,0.00,193.02,31.36,-19.83,-30.09,49.96
2011,94,50691.60,0.00,160.61,31.36,-17.52,-24.99,80.25
2011,95,51276.91,0.00,189.60,31.36,-19.54,-28.72,56.87
2011,96,51864.31,0.00,190.74,31.36,-20.75,-29.61,52.30
2011,97,52453.98,0.00,229.90,31.36,-18.75,-31.61,43.17
2011,98,53046.11,0.00,155.39,31.36,-18.67,-25.22,78.56
2011,99,53640.90,0.00,186.13,31.36,-19.62,-27.63,62.99
2011,100,54238.57,0.00,149.50,31.36,-21.77,-27.65,62.85
2011,101,54839.34,0.00,129.15,31.36,-20.03,-24.91,80.81
2011,102,55443.45,0.00,171.87,31.36,-18.29,-25.04,79.91
2011,103,56051.15,0.00,208.20,31.36,-17.04,-25.67,71.80
2011,104,56662.71,0.00,213.48,31.36,-17.17,-26.07,68.51
2011,105,57278.41,0.00,283.68,31.36,-9.28,-29.91,33.20
2011,106,57898.59,0.00,245.76,31.36,-8.89,-20.45,77.98
2011,107,58523.55,0.00,226.78,31.36,-5.21,-14.91,110.78
2011,108,59153.69,0.00,186.99,31.36,-4.04,-11.21,163.96
2011,109,59789.38,0.00,158.51,31.36,-10.83,-16.47,145.49
2011,110,60431.08,0.00,217.32,31.36,-10.60,-18.86,98.80
2011,111,61079.25,0.00,206.82,31.36,-16.70,-24.26,77.27
2011,112,61734.44,0.00,223.15,31.36,-15.04,-23.16,77.47
2011,113,62397.22,0.00,232.88,31.36,-13.75,-22.19,78.08
2011,114,63068.27,0.00,254.73,31.36,-13.84,-23.47,66.03
2011,115,63748.32,0.00,231.88,31.36,-9.67,-17.79,94.74
2011,116,64438.21,0.00,277.79,31.36,-11.49,-22.55,59.72
2011,117,65138.91,0.00,267.05,31.36,-8.45,-18.55,73.15
2011,118,65851.50,0.00,250.67,31.36,-12.48,-21.36,72.81
2011,119,66577.28,0.00,300.59,31.36,-9.37,-22.16,50.04
2011,120,67317.71,0.00,238.83,31.36,-10.92,-19.03,83.99
2011,121,68074.57,0.00,174.15,31.36,-11.48,-16.86,126.25
2011,122,68849.95,0.00,213.24,31.36,-11.96,-18.70,96.03
2011,123,69646.39,0.00,111.35,31.36,-10.00,-13.16,202.85
2011,124,70467.01,0.00,212.55,31.36,-9.00,-15.48,108.39
2011,125,71315.72,0.00,270.70,31.36,-12.05,-21.17,63.08
2011,126,72197.49,0.00,287.25,31.36,-8.68,-18.86,58.85
2011,127,73118.86,0.00,113.64,31.36,-9.81,-12.90,199.56
2011,128,74088.65,0.00,128.23,31.36,-10.47,-13.95,174.56
2011,129,75119.24,0.00,100.96,31.36,-8.86,-11.50,227.38
2011,130,76229.02,0.00,103.56,31.36,-10.55,-13.24,201.99
2011,131,77447.27,0.00,82.14,31.36,-10.08,-12.12,237.98
2011,132,78826.02,0.00,278.38,31.36,-1.48,-10.53,90.47
2011,133,80476.10,0.00,235.60,31.36,-3.68,-10.65,89.97
2011,134,82748.19,0.00,236.16,31.36,-3.31,-10.42,91.32
2011,135,86400.00,0.00,158.79,31.36,-1.95,-6.26,173.46
2011,136,86400.00,0.00,151.09,30.77,-0.68,-4.61,196.01
2011,137,86400.00,0.00,45.29,29.88,-3.09,-3.87,458.87
2011,138,86400.00,0.00,95.79,29.02,-1.72,-3.96,321.85
2011,139,86400.00,0.00,67.63,27.76,-1.55,-2.98,422.00
2011,140,86400.00,0.00,96.17,26.22,-0.21,-2.35,346.92
2011,141,86400.00,0.00,193.92,24.10,3.56,-0.96,197.69
2011,142,86400.00,0.00,125.25,22.14,1.39,-1.32,281.35
2011,143,86400.00,0.00,74.49,20.43,-0.49,-1.94,423.93
2011,144,86400.00,0.00,262.86,18.86,3.95,-2.27,178.29
2011,145,86400.00,0.00,142.32,17.36,0.44,-2.42,233.66
2011,146,86400.00,0.00,142.73,15.90,0.23,-2.53,232.80
2011,147,86400.00,0.00,179.39,14.50,0.76,-2.67,172.68
2011,148,86400.00,0.00,165.03,13.11,0.36,-2.69,190.48
2011,149,86400.00,0.00,180.37,11.74,0.48,-2.74,171.75
2011,150,86400.00,0.00,209.76,9.91,2.11,-1.65,187.21
2011,151,86400.00,0.00,193.50,8.07,1.77,-1.60,187.96
2011,152,86400.00,0.00,116.06,7.00,-1.57,-3.45,285.44
2011,153,86400.00,0.00,238.63,6.18,0.15,-4.06,154.49
2011,154,86400.00,0.00,228.66,5.35,-0.08,-4.02,155.06
2011,155,86400.00,0.00,241.44,4.03,1.25,-2.87,169.98
2011,156,86400.00,0.00,209.21,2.16,1.82,-1.54,188.86
2011,157,86400.00,0.00,162.41,0.49,0.47,-2.03,202.14
2011,158,86400.00,0.00,182.09,0.00,1.00,-2.18,179.51
2011,159,86400.00,0.00,202.43,0.00,-0.16,-3.74,158.49
2011,160,86400.00,0.00,186.36,0.00,0.36,-2.88,169.81
2011,161,86400.00,0.00,220.30,0.00,1.07,-2.93,169.19
2011,162,86400.00,0.00,207.76,0.00,0.19,-3.43,162.58
2011,163,86400.00,0.47,245.78,0.00,1.42,-3.04,167.60
2011,164,86400.00,0.00,138.98,0.00,1.26,-0.97,256.96
2011,165,86400.00,1.36,221.24,0.00,3.23,-0.55,204.13
2011,166,86400.00,4.72,206.33,0.00,4.68,-0.54,204.28
2011,167,86400.00,2.00,301.24,0.00,8.66,2.25,253.35
2011,168,86400.00,0.00,316.11,0.00,10.38,2.97,267.55
2011,169,86400.00,0.00,255.95,0.00,6.54,1.65,241.97
2011,170,86400.00,0.00,314.71,0.00,8.90,1.47,238.52
2011,171,86400.00,0.00,280.09,0.00,7.62,1.83,245.33
2011,172,86400.00,0.00,188.13,0.00,3.35,0.01,213.17
2011,173,86400.00,0.00,243.95,0.00,5.35,0.65,224.06
2011,174,86400.00,1.97,149.85,0.00,1.94,-0.65,233.01
2011,175,86400.00,0.00,137.31,0.00,3.59,1.23,278.29
2011,176,86400.00,0.00,321.11,0.00,8.23,0.14,215.24
2011,177,86400.00,0.00,319.65,0.00,7.64,-0.48,205.13
2011,178,86400.00,0.00,221.21,0.00,5.63,1.36,236.58
2011,179,86400.00,0.00,295.23,0.00,6.49,-0.32,207.72
2011,180,86400.00,0.00,219.92,0.00,2.18,-2.11,180.48
2011,181,86400.00,0.00,201.39,0.00,3.40,-0.47,205.26
2011,182,86400.00,0.00,195.19,0.00,3.67,-0.11,211.23
2011,183,86400.00,0.00,335.08,0.00,12.91,1.19,233.56
2011,184,86400.00,0.00,252.86,0.00,7.18,1.61,241.13
2011,185,86400.00,0.23,124.35,0.00,3.04,0.64,307.15
2011,186,86400.00,0.00,260.39,0.00,6.70,0.78,226.24
2011,187,86400.00,0.00,273.63,0.00,7.67,1.06,231.20
2011,188,86400.00,0.00,310.03,0.00,10.52,1.28,235.10
2011,189,86400.00,0.00,241.66,0.00,6.43,0.79,226.51
2011,190,86400.00,0.00,189.02,0.00,3.97,-0.15,210.45
2011,191,86400.00,0.00,255.20,0.00,7.66,1.33,235.96
2011,192,86400.00,0.00,175.51,0.00,4.99,1.12,232.30
2011,193,86400.00,2.28,157.92,0.00,7.10,2.20,252.24
2011,194,86400.00,7.31,79.31,0.00,5.10,2.79,508.75
2011,195,86400.00,0.00,164.90,0.00,6.97,3.26,273.41
2011,196,86400.00,0.00,184.47,0.00,7.98,3.71,283.00
2011,197,86400.00,1.63,151.92,0.00,7.72,4.31,296.02
2011,198,86400.00,0.32,229.79,0.00,10.25,4.48,299.81
2011,199,86400.00,0.00,231.62,0.00,8.11,2.21,252.54
2011,200,86400.00,0.00,300.37,0.00,17.70,4.66,303.70
2011,201,86400.00,0.00,229.98,0.00,14.46,8.20,394.36
2011,202,86400.00,2.58,63.27,0.00,8.22,6.24,762.74
2011,203,86400.00,1.64,76.61,0.00,6.89,5.13,688.03
2011,204,86400.00,0.00,122.71,0.00,8.94,5.97,517.43
2011,205,86400.00,0.00,137.85,0.00,8.58,5.18,440.43
2011,206,86400.00,0.00,122.09,0.00,6.37,3.41,463.70
2011,207,86400.00,0.00,124.25,0.00,6.45,3.45,457.07
2011,208,86400.00,0.00,253.95,0.00,11.25,2.85,265.04
2011,209,86400.00,2.53,171.03,0.00,13.58,6.68,353.00
2011,210,84800.47,6.17,129.92,0.00,9.95,5.34,511.78
2011,211,81495.48,1.14,156.09,0.00,8.14,4.22,513.27
2011,212,79612.72,3.16,103.55,0.00,8.28,4.85,724.56
2011,213,78117.82,1.39,186.20,0.00,8.96,4.31,500.75
2011,214,76827.41,1.63,149.71,0.00,7.60,4.04,613.24
2011,215,75667.60,0.00,241.38,0.00,9.82,2.97,389.45
2011,216,74599.88,0.80,161.66,0.00,9.71,5.76,663.85
2011,217,73601.28,2.05,188.65,0.00,14.76,6.93,608.07
2011,218,72656.77,0.00,252.67,0.00,13.76,6.10,468.78
2011,219,71755.96,0.00,199.43,0.00,11.43,6.24,619.26
2011,220,70891.28,0.00,165.02,0.00,9.55,5.45,692.49
2011,221,70057.04,2.44,128.97,0.00,9.43,5.09,774.70
2011,222,69248.84,0.00,63.20,0.00,6.53,5.15,880.89
2011,223,68463.19,0.00,128.90,0.00,7.46,4.37,776.58
2011,224,67697.28,0.00,157.53,0.00,8.53,4.62,717.82
2011,225,66948.80,0.00,138.57,0.00,8.24,4.83,779.02
2011,226,66215.83,0.00,133.28,0.00,6.50,3.25,726.05
2011,227,65496.76,0.12,160.85,0.00,5.76,1.71,611.58
2011,228,64790.21,0.00,138.51,0.00,5.30,1.88,665.06
2011,229,64095.00,0.00,126.62,0.00,5.25,2.15,702.85
2011,230,63410.09,0.37,118.09,0.00,4.91,2.12,711.53
2011,231,62734.61,0.00,161.97,0.00,4.86,0.86,594.56
2011,232,62067.74,0.00,114.39,0.00,4.56,1.82,696.54
2011,233,61408.80,0.50,68.68,0.00,4.71,3.13,764.60
2011,234,60757.16,0.00,107.41,0.00,5.33,2.71,741.98
2011,235,60112.26,0.00,139.04,0.00,5.06,1.53,672.00
2011,236,59473.59,0.00,148.73,0.00,5.30,1.41,651.92
2011,237,58840.71,0.00,179.36,0.00,6.27,1.19,592.02
2011,238,58213.18,0.00,235.87,0.00,12.84,2.93,529.85
2011,239,57590.63,0.00,182.64,0.00,8.75,3.24,663.84
2011,240,56972.72,3.42,107.25,0.00,8.09,4.03,814.85
2011,241,56359.10,0.00,144.94,0.00,6.99,2.83,745.71
2011,242,55749.49,0.00,197.70,0.00,10.33,3.32,663.54
2011,243,55143.61,0.00,145.74,0.00,9.12,4.64,834.65
2011,244,54541.18,2.26,65.19,0.00,6.67,4.19,823.69
2011,245,53941.98,0.97,84.94,0.00,7.22,4.78,858.82
2011,246,53345.76,0.00,97.86,0.00,6.81,3.94,809.45
2011,247,52752.31,0.00,95.61,0.00,5.77,2.98,756.47
2011,248,52161.43,0.00,139.25,0.00,6.92,2.51,731.56
2011,249,51572.91,1.30,115.22,0.00,5.30,1.78,694.66
2011,250,50986.56,0.00,112.59,0.00,5.53,2.04,707.30
2011,251,50402.22,0.36,129.41,0.00,4.51,0.28,623.21
2011,252,49819.70,0.81,124.75,0.00,3.92,-0.26,599.39
2011,253,49238.85,5.64,102.94,0.00,7.44,2.38,724.83
2011,254,48659.49,1.19,159.36,0.00,10.94,3.74,798.33
2011,255,48081.47,0.00,167.03,0.00,9.87,1.16,664.37
2011,256,47504.65,0.00,138.34,0.00,8.91,2.88,751.24
2011,257,46928.86,0.00,101.56,0.00,7.22,3.22,769.33
2011,258,46353.98,0.00,41.47,0.00,4.36,2.89,751.46
2011,259,45779.85,0.29,59.92,0.00,4.40,2.11,710.98
2011,260,45206.33,1.69,59.38,0.00,3.82,1.49,680.08
2011,261,44633.29,0.00,33.52,0.00,2.42,1.20,665.89
2011,262,44060.59,0.00,38.29,0.00,2.01,0.53,634.64
2011,263,43488.09,0.00,43.84,0.00,1.88,0.08,614.11
2011,264,42915.66,0.62,30.50,0.00,2.24,1.04,658.24
2011,265,42343.17,0.00,34.75,0.00,1.77,0.31,624.64
2011,266,41770.47,0.00,47.01,0.00,1.41,-0.71,580.08
2011,267,41197.43,0.00,36.52,0.00,0.34,-1.28,556.00
2011,268,40623.92,0.00,46.01,0.00,0.59,-1.55,545.29
2011,269,40049.79,1.15,43.20,0.00,0.10,-1.94,529.71
2011,270,39474.91,1.35,38.16,0.00,-0.05,-1.88,531.94
2011,271,38899.13,0.00,56.98,0.00,-0.34,-3.29,479.04
2011,272,38322.32,0.00,59.65,0.00,-0.05,-3.27,479.97
2011,273,37744.31,1.68,80.71,0.00,-0.14,-5.28,412.47
2011,274,37164.96,0.00,79.93,0.00,0.30,-5.16,416.19
2011,275,36584.11,0.00,83.01,0.00,-0.70,-7.24,354.70
2011,276,36001.61,1.63,97.56,1.63,0.57,-8.73,315.98
2011,277,35417.28,2.56,27.85,0.25,-0.42,-2.71,500.51
2011,278,34830.95,0.00,90.47,0.25,-0.54,-11.52,253.21
2011,279,34242.44,0.00,85.54,0.25,-0.92,-12.15,240.84
2011,280,33651.57,0.00,40.10,0.00,-1.11,-4.60,434.36
2011,281,33058.14,0.00,48.77,0.00,-0.46,-5.28,412.27
2011,282,32461.94,1.76,72.69,1.76,0.28,-11.71,249.43
2011,283,31862.76,0.00,65.22,1.76,-1.79,-11.34,256.87
2011,284,31260.36,0.00,42.26,1.76,-2.24,-6.80,366.96
2011,285,30654.50,0.00,35.15,1.76,-3.17,-7.02,360.93
2011,286,30044.91,0.00,33.41,1.76,-2.62,-6.60,372.91
2011,287,29431.32,0.00,16.61,0.66,-1.39,-3.40,475.23
2011,288,28813.43,0.00,15.69,0.00,-0.82,-3.12,485.38
2011,289,28190.92,2.06,5.43,0.00,-1.11,-2.12,522.87
2011,290,27563.43,0.00,12.49,0.00,-1.04,-3.20,482.22
2011,291,26930.58,1.36,10.02,0.00,-0.70,-2.63,503.29
2011,292,26291.95,1.34,12.39,0.00,-1.43,-4.12,450.07
2011,293,25647.09,2.25,10.97,0.00,-0.58,-4.18,448.04
2011,294,24995.50,0.69,10.65,0.00,-1.61,-4.59,434.39
2011,295,24336.61,0.73,13.68,0.73,-3.06,-6.94,363.18
2011,296,23669.80,0.00,6.60,0.73,-5.52,-7.47,348.67
2011,297,22994.37,0.00,10.05,0.73,-7.48,-11.19,260.12
2011,298,22309.53,2.14,3.07,2.87,-7.28,-8.82,313.84
2011,299,21614.39,0.00,2.43,2.87,-7.55,-8.50,321.70
2011,300,20907.92,0.07,2.09,2.94,-6.89,-8.00,334.49
2011,301,20188.93,0.28,3.36,3.21,-7.36,-9.59,295.41
2011,302,19456.06,0.00,7.20,3.21,-7.04,-14.39,200.51
2011,303,18707.69,0.65,5.46,3.86,-2.74,-12.49,234.23
2011,304,17941.90,1.01,3.32,4.87,-3.00,-8.19,329.54
2011,305,17156.39,0.00,2.91,4.87,-1.64,-7.86,338.27
2011,306,16348.34,0.00,1.62,4.87,-2.28,-7.30,353.31
2011,307,15514.29,0.00,1.74,4.87,-4.00,-13.26,219.96
2011,308,14649.82,0.00,1.63,4.87,-6.76,-18.52,141.84
2011,309,13749.27,0.00,1.22,4.87,-6.24,-21.80,106.71
2011,310,12805.09,0.00,0.58,4.87,-11.36,-24.89,81.02
2011,311,11806.88,0.00,0.40,4.87,-8.29,-19.97,125.26
2011,312,10739.68,0.00,0.30,4.87,-16.50,-23.48,91.95
2011,313,9580.57,0.00,0.16,4.87,-10.26,-19.11,134.81
2011,314,8291.21,0.00,0.02,4.87,-9.58,-13.33,218.78
2011,315,6798.03,0.00,0.04,4.87,-12.39,-17.98,148.51
2011,316,4919.05,0.00,0.02,4.87,-17.16,-21.05,114.03
2011,317,1642.51,0.00,0.00,4.87,-13.56,-19.12,134.71
2011,318,0.00,0.00,0.00,4.87,-12.68,-17.37,156.35
2011,319,0.00,0.00,0.00,4.87,-10.85,-14.87,192.80
2011,320,0.00,0.00,0.00,4.87,-8.61,-17.23,158.32
2011,321,0.00,0.00,0.00,4.87,-14.10,-21.10,113.44
2011,322,0.00,0.00,0.00,4.87,-10.33,-24.96,80.47
2011,323,0.00,0.00,0.00,4.87,-8.49,-17.00,161.38
2011,324,0.00,0.00,0.00,4.87,-15.38,-23.23,94.01
2011,325,0.00,0.00,0.00,4.87,-23.82,-28.50,58.07
2011,326,0.00,0.00,0.00,4.87,-24.71,-31.46,43.84
2011,327,0.00,0.00,0.00,4.87,-27.80,-31.13,45.24
2011,328,0.00,0.00,0.00,4.87,-23.19,-30.82,46.61
2011,329,0.00,0.00,0.00,4.87,-21.16,-24.86,81.23
2011,330,0.00,0.00,0.00,4.87,-22.19,-27.23,65.36
2011,331,0.00,0.00,0.00,4.87,-24.12,-28.03,60.67
2011,332,0.00,0.00,0.00,4.87,-23.09,-27.62,63.02
2011,333,0.00,0.00,0.00,4.87,-20.25,-27.19,65.62
2011,334,0.00,0.00,0.00,4.87,-18.01,-26.29,71.29
2011,335,0.00,0.00,0.00,4.87,-17.74,-22.21,102.90
2011,336,0.00,0.00,0.00,4.87,-18.87,-25.98,73.34
2011,337,0.00,0.00,0.00,4.87,-21.75,-27.51,63.69
2011,338,0.00,4.82,0.00,9.69,-16.68,-22.20,103.05
2011,339,0.00,0.00,0.00,9.69,-16.04,-21.09,113.63
2011,340,0.00,0.00,0.00,9.69,-18.06,-28.98,55.51
2011,341,0.00,0.00,0.00,9.69,-17.08,-31.15,45.16
2011,342,0.00,0.54,0.00,10.24,-15.31,-18.53,141.69
2011,343,0.00,2.49,0.00,12.73,-15.31,-17.38,156.27
2011,344,0.00,0.00,0.00,12.73,-15.41,-23.05,95.56
2011,345,0.00,1.09,0.00,13.82,-14.08,-16.71,165.41
2011,346,0.00,0.41,0.00,14.23,-16.29,-23.22,94.13
2011,347,0.00,0.00,0.00,14.23,-23.27,-27.79,62.02
2011,348,0.00,0.00,0.00,14.23,-20.88,-28.59,57.56
2011,349,0.00,0.00,0.00,14.23,-20.12,-26.56,69.54
2011,350,0.00,0.00,0.00,14.23,-23.12,-30.03,50.23
2011,351,0.00,0.00,0.00,14.23,-22.56,-27.21,65.47
2011,352,0.00,0.00,0.00,14.23,-22.40,-27.00,66.75
2011,353,0.00,0.00,0.00,14.23,-23.67,-28.50,58.04
2011,354,0.00,0.00,0.00,14.23,-24.70,-31.48,43.75
2011,355,0.00,0.00,0.00,14.23,-28.67,-34.14,33.72
2011,356,0.00,0.00,0.00,14.23,-21.29,-32.98,37.79
2011,357,0.00,0.00,0.00,14.23,-22.83,-29.89,50.92
2011,358,0.00,0.00,0.00,14.23,-19.40,-29.13,54.73
2011,359,0.00,0.00,0.00,14.23,-21.04,-29.52,52.76
2011,360,0.00,0.00,0.00,14.23,-25.11,-28.53,57.88
2011,361,0.00,1.40,0.00,15.63,-20.51,-26.53,69.71
2011,362,0.00,0.43,0.00,16.06,-20.55,-24.42,84.46
2011,363,0.00,0.00,0.00,16.06,-21.59,-24.65,82.74
2011,364,0.00,0.00,0.00,16.06,-23.34,-26.40,70.56
2011,365,0.00,0.00,0.00,16.06,-23.00,-33.05,37.54
2012,1,0.00,0.00,0.00,6.66,-25.88,-34.45,32.69
2012,2,0.00,0.00,0.00,6.66,-23.17,-32.39,40.05
2012,3,0.00,0.30,0.00,6.96,-23.05,-28.00,60.83
2012,4,0.00,0.00,0.00,6.96,-20.08,-29.23,54.19
2012,5,0.00,0.00,0.00,6.96,-19.55,-30.47,48.19
2012,6,0.00,0.00,0.00,6.96,-21.85,-30.76,46.86
2012,7,0.00,0.00,0.00,6.96,-18.67,-25.09,79.56
2012,8,0.00,0.00,0.00,6.96,-17.12,-22.51,100.27
2012,9,0.00,0.00,0.00,6.96,-22.56,-32.96,37.87
2012,10,0.00,0.00,0.00,6.96,-32.34,-38.98,20.65
2012,11,0.00,0.42,0.00,7.38,-24.38,-37.87,23.16
2012,12,0.00,0.00,0.00,7.38,-26.71,-36.40,26.91
2012,13,0.00,0.00,0.00,7.38,-25.63,-27.73,62.37
2012,14,0.00,0.00,0.00,7.38,-25.42,-33.44,36.15
2012,15,0.00,0.00,0.00,7.38,-27.38,-35.22,30.30
