Latitude: 68.251  Longitude: -149.092
X & Y on Lambert Conformal Conic: -2056575.6 3456818.31
Tile: 14236
Elevation: 1588 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2011,207,72916.49,0.00,239.99,0.00,12.21,6.83,983.06
2011,208,72270.27,0.00,217.31,0.00,12.51,7.74,1053.48
2011,209,71636.68,3.59,189.72,0.00,13.75,7.85,1061.17
2011,210,71014.24,4.42,146.93,0.00,8.92,4.80,859.69
2011,211,70401.74,6.92,48.43,0.00,4.40,3.30,773.77
2011,212,69798.16,8.77,106.12,0.00,5.50,2.70,741.37
2011,213,69202.63,8.68,142.71,0.00,7.04,3.22,769.24
2011,214,68614.44,23.40,97.49,0.00,5.79,3.32,774.90
2011,215,68032.93,6.92,139.82,0.00,7.24,3.52,785.97
2011,216,67457.57,0.00,240.63,0.00,10.22,5.05,874.91
2011,217,66887.87,6.37,162.70,0.00,6.97,2.57,734.71
2011,218,66323.42,0.00,146.79,0.00,2.93,0.19,619.04
2011,219,65763.83,4.26,85.96,0.00,2.56,0.49,632.86
2011,220,65208.78,0.66,124.20,0.00,3.34,1.11,661.56
2011,221,64657.96,0.00,253.12,0.00,6.49,1.24,668.13
2011,222,64111.12,0.00,224.30,0.00,7.12,2.60,736.28
2011,223,63568.01,0.00,288.30,0.00,9.26,2.25,718.19
2011,224,63028.41,4.17,124.24,0.00,7.60,4.31,830.96
2011,225,62492.12,0.00,176.63,0.00,7.71,4.15,821.81
2011,226,61958.96,0.00,247.98,0.00,6.90,1.33,672.14
2011,227,61428.76,3.94,146.84,0.00,4.30,0.20,619.76
2011,228,60901.36,0.00,200.02,0.00,4.88,0.69,642.20
2011,229,60376.61,0.00,229.16,0.00,6.41,1.33,672.38
2011,230,59854.39,0.00,255.91,0.00,7.59,1.48,679.72
2011,231,59334.57,0.00,260.30,0.00,8.54,2.07,708.77
2011,232,58817.02,0.00,302.82,0.00,9.76,-0.42,592.21
2011,233,58301.64,0.00,300.00,0.00,7.84,-2.06,525.21
2011,234,57788.32,0.00,257.32,0.00,8.77,1.84,697.60
2011,235,57276.97,0.00,238.92,0.00,8.48,2.33,722.07
2011,236,56767.48,0.00,177.60,0.00,8.92,4.71,854.20
2011,237,56259.76,0.00,225.62,0.00,10.25,4.32,831.52
2011,238,55753.74,0.00,155.00,0.00,8.28,4.61,848.25
2011,239,55249.33,0.00,236.83,0.00,10.77,4.10,818.45
2011,240,54746.43,0.00,223.27,0.00,10.49,4.30,830.19
2011,241,54244.99,0.00,239.47,0.00,11.43,4.08,817.51
2011,242,53744.92,0.00,130.09,0.00,9.43,6.11,941.78
2011,243,53246.16,0.00,61.44,0.00,5.91,4.49,841.59
2011,244,52748.62,0.00,37.19,0.00,5.15,4.51,842.80
2011,245,52252.24,2.55,56.96,0.00,5.33,3.47,783.37
2011,246,51756.96,5.01,67.14,0.00,3.54,1.32,672.08
2011,247,51262.71,3.77,39.35,0.00,1.68,0.51,633.71
2011,248,50769.42,0.00,56.93,0.00,0.12,-1.19,559.93
2011,249,50277.03,3.48,36.93,0.00,-2.66,-3.74,463.18
2011,250,49785.48,6.53,82.69,0.00,-0.91,-3.77,462.25
2011,251,49294.70,12.02,132.40,0.00,0.67,-4.43,439.97
2011,252,48804.65,7.41,108.03,0.00,-1.45,-5.44,407.48
2011,253,48315.25,6.61,44.29,0.00,-1.66,-3.13,485.04
2011,254,47826.44,0.00,108.33,0.00,1.15,-1.81,535.01
2011,255,47338.18,0.00,117.53,0.00,2.95,-0.37,594.54
2011,256,46850.39,0.00,181.17,0.00,6.25,0.24,621.30
2011,257,46363.03,0.00,202.70,0.00,10.51,2.24,717.43
2011,258,45876.04,0.00,198.12,0.00,7.87,-0.19,602.38
2011,259,45389.36,0.00,60.66,0.00,0.96,-0.83,575.00
2011,260,44902.93,3.93,58.45,0.00,1.40,-0.98,568.47
2011,261,44416.69,4.63,64.76,0.00,0.92,-1.76,536.79
2011,262,43930.60,0.00,136.10,0.00,2.08,-2.43,510.74
2011,263,43444.59,0.00,113.63,0.00,-1.81,-5.39,408.81
2011,264,42958.60,0.00,131.66,0.00,-0.68,-5.07,419.09
2011,265,42472.59,0.00,40.22,0.00,-2.95,-4.08,451.44
2011,266,41986.50,0.00,60.29,0.00,-4.52,-6.38,379.04
2011,267,41500.27,0.00,89.72,0.00,-5.47,-8.37,325.02
2011,268,41013.84,0.00,123.83,0.00,-5.62,-10.02,285.35
2011,269,40527.15,0.00,120.40,0.00,-4.67,-9.03,308.58
2011,270,40040.16,0.00,154.04,0.00,-3.23,-10.33,278.51
2011,271,39552.81,0.00,117.11,0.00,-4.08,-8.60,319.19
2011,272,39065.03,2.07,36.10,2.07,-5.77,-7.27,354.12
2011,273,38576.76,0.00,104.84,2.07,-8.06,-11.73,249.08
2011,274,38087.96,0.00,81.47,2.07,-8.52,-11.38,256.04
2011,275,37598.57,0.00,152.01,2.07,-5.60,-13.43,217.02
2011,276,37108.51,1.80,130.72,3.87,-2.76,-8.87,312.44
2011,277,36617.75,2.96,30.24,3.75,-4.17,-5.73,398.64
2011,278,36126.20,0.00,47.16,3.75,-5.67,-7.60,345.20
2011,279,35633.82,0.00,51.80,3.75,-6.07,-8.29,327.11
2011,280,35140.53,2.13,63.20,5.88,-4.67,-8.69,316.89
2011,281,34646.29,1.84,51.62,7.72,-5.04,-7.42,349.87
2011,282,34151.01,0.00,39.41,7.72,-6.73,-8.56,320.20
2011,283,33654.64,0.00,82.15,7.72,-7.38,-11.78,248.03
2011,284,33157.11,0.00,57.91,7.72,-11.37,-14.41,200.31
2011,285,32658.35,0.00,51.05,7.72,-10.78,-13.55,214.83
2011,286,32158.29,0.00,87.12,7.72,-7.41,-13.25,220.17
2011,287,31656.86,0.00,78.94,7.72,-5.62,-10.94,265.29
2011,288,31153.98,2.26,53.35,9.98,-5.17,-10.10,283.64
2011,289,30649.57,0.00,54.95,9.98,-4.27,-8.04,333.58
2011,290,30143.56,0.00,51.49,9.98,-4.60,-8.30,326.74
2011,291,29635.86,2.81,29.04,12.79,-5.30,-8.17,330.24
2011,292,29126.38,5.15,23.14,17.95,-5.44,-7.79,340.15
2011,293,28615.04,2.72,43.62,20.67,-8.35,-13.75,211.39
2011,294,28101.74,0.00,42.45,20.67,-13.82,-17.60,153.34
2011,295,27586.37,0.00,62.33,20.67,-11.97,-20.05,124.31
2011,296,27068.84,0.00,33.85,20.67,-14.67,-18.07,147.43
2011,297,26549.03,0.00,35.71,20.67,-13.77,-17.77,151.18
2011,298,26026.82,3.89,40.04,24.56,-4.79,-17.10,160.03
2011,299,25502.10,4.59,33.99,29.15,-6.83,-14.67,196.06
2011,300,24974.71,0.00,20.58,29.15,-12.27,-15.10,189.07
2011,301,24444.53,0.00,34.98,29.15,-11.55,-17.58,153.64
2011,302,23911.38,0.00,34.40,29.15,-12.86,-19.70,128.15
2011,303,23375.12,2.92,13.92,32.07,-14.00,-17.46,155.19
2011,304,22835.54,0.00,22.35,32.07,-15.94,-20.77,116.83
2011,305,22292.45,2.41,21.66,34.48,-9.83,-20.23,122.41
2011,306,21745.64,0.00,20.15,34.48,-10.12,-15.71,179.85
2011,307,21194.85,0.00,10.90,34.48,-15.07,-18.09,147.16
2011,308,20639.83,2.32,13.38,36.80,-15.65,-22.13,103.68
2011,309,20080.27,0.00,5.91,36.80,-19.26,-21.17,112.75
2011,310,19515.85,0.00,12.49,36.80,-16.66,-22.40,101.22
2011,311,18946.19,0.00,10.04,36.80,-20.32,-25.16,79.02
2011,312,18370.86,0.00,5.57,36.80,-19.60,-22.40,101.18
2011,313,17789.40,0.00,9.97,36.80,-15.65,-23.95,88.15
2011,314,17201.25,3.04,6.11,39.84,-8.76,-17.78,151.13
2011,315,16605.78,0.00,6.81,39.84,-11.15,-18.95,136.71
2011,316,16002.25,0.00,6.99,39.84,-18.13,-31.31,44.48
2011,317,15389.81,0.00,1.21,39.84,-30.30,-31.66,42.99
2011,318,14767.44,0.00,1.94,39.84,-26.89,-30.18,49.54
2011,319,14133.92,0.00,3.19,39.84,-22.44,-30.54,47.89
2011,320,13487.80,0.00,1.90,39.84,-22.39,-27.08,66.27
2011,321,12827.27,0.00,1.59,39.84,-19.60,-25.22,78.57
2011,322,12150.11,0.00,0.84,39.84,-21.39,-26.26,71.48
2011,323,11453.48,0.00,0.71,39.84,-21.07,-25.78,74.68
2011,324,10733.74,0.00,1.00,39.84,-21.01,-31.32,44.40
2011,325,9986.02,0.00,0.25,39.84,-35.02,-36.94,25.46
2011,326,9203.67,0.00,0.70,39.84,-24.60,-38.85,20.92
2011,327,8377.16,0.00,0.30,39.84,-24.11,-29.29,53.88
2011,328,7492.08,0.00,0.26,39.84,-24.94,-30.47,48.20
2011,329,6524.84,0.00,0.17,39.84,-23.94,-28.70,56.96
2011,330,5431.98,0.00,0.15,39.84,-22.34,-28.69,57.01
2011,331,4114.92,0.00,0.06,39.84,-24.21,-28.56,57.73
2011,332,2203.34,0.00,0.02,39.84,-22.92,-28.96,55.62
2011,333,0.00,2.35,0.00,42.19,-19.49,-26.73,68.46
2011,334,0.00,2.96,0.00,45.14,-16.32,-23.87,88.80
2011,335,0.00,3.72,0.00,48.86,-13.60,-21.75,107.21
2011,336,0.00,2.55,0.00,51.41,-13.66,-20.67,117.84
2011,337,0.00,0.00,0.00,51.41,-15.30,-23.61,90.84
2011,338,0.00,21.68,0.00,73.08,-6.91,-19.50,130.38
2011,339,0.00,0.00,0.00,73.08,-12.66,-23.87,88.75
2011,340,0.00,0.00,0.00,73.08,-21.47,-27.96,61.08
2011,341,0.00,5.68,0.00,78.76,-12.94,-24.49,84.00
2011,342,0.00,0.00,0.00,78.76,-7.82,-19.11,134.88
2011,343,0.00,4.94,0.00,83.70,-8.27,-12.93,225.95
2011,344,0.00,0.00,0.00,83.70,-11.39,-15.54,182.42
2011,345,0.00,0.00,0.00,83.70,-8.20,-15.66,180.61
2011,346,0.00,2.77,0.00,86.47,-10.55,-14.92,192.06
2011,347,0.00,0.00,0.00,86.47,-13.19,-18.22,145.58
2011,348,0.00,0.00,0.00,86.47,-17.38,-24.05,87.34
2011,349,0.00,0.00,0.00,86.47,-19.90,-26.73,68.42
2011,350,0.00,0.00,0.00,86.47,-19.01,-25.47,76.80
2011,351,0.00,0.00,0.00,86.47,-13.77,-23.26,93.73
2011,352,0.00,1.82,0.00,88.29,-10.24,-22.08,104.14
2011,353,0.00,3.32,0.00,91.61,-12.54,-20.15,123.25
2011,354,0.00,0.00,0.00,91.61,-12.86,-18.96,136.57
2011,355,0.00,0.00,0.00,91.61,-15.16,-23.42,92.43
2011,356,0.00,0.00,0.00,91.61,-20.83,-25.04,79.88
2011,357,0.00,0.00,0.00,91.61,-20.52,-25.94,73.57
2011,358,0.00,0.00,0.00,91.61,-23.86,-29.69,51.92
2011,359,0.00,0.00,0.00,91.61,-23.40,-31.36,44.24
2011,360,0.00,0.00,0.00,91.61,-24.67,-29.97,50.55
2011,361,0.00,2.36,0.00,93.97,-23.56,-29.28,53.94
2011,362,0.00,0.00,0.00,93.97,-20.83,-29.55,52.58
2011,363,0.00,0.00,0.00,93.97,-21.06,-29.52,52.72
2011,364,0.00,0.00,0.00,93.97,-24.69,-30.11,49.85
2011,365,0.00,0.00,0.00,93.97,-25.44,-30.94,46.07
2012,1,0.00,0.00,0.00,26.48,-22.92,-33.10,37.35
2012,2,0.00,0.00,0.00,26.48,-23.53,-32.81,38.43
2012,3,0.00,0.00,0.00,26.48,-25.84,-31.51,43.62
2012,4,0.00,2.42,0.00,28.90,-19.00,-31.36,44.23
2012,5,0.00,0.00,0.00,28.90,-18.77,-27.54,63.48
2012,6,0.00,3.27,0.00,32.17,-18.26,-29.33,53.68
2012,7,0.00,0.00,0.00,32.17,-25.73,-34.27,33.30
2012,8,0.00,0.00,0.00,32.17,-25.59,-32.82,38.39
2012,9,0.00,2.41,0.00,34.58,-24.72,-35.15,30.51
2012,10,0.00,0.00,0.00,34.58,-19.85,-29.60,52.35
2012,11,0.00,6.18,0.00,40.76,-15.07,-27.30,64.93
2012,12,0.00,0.00,0.00,40.76,-24.18,-32.09,41.21
2012,13,3283.08,0.00,0.05,40.76,-27.33,-33.86,34.68
2012,14,4806.52,0.00,0.08,40.76,-28.22,-32.69,38.91
2012,15,5993.44,0.00,0.17,40.76,-25.93,-32.19,40.84
